Area_Year,"1_Live births_Total, Canada and place of residence of mother outside Canada 10 11","1_Live births_Canada, place of residence of mother 10",1_Live births_Place of residence of mother outside Canada 11,"2_Number of students in elementary and secondary schools_Total, school type Total, program type","2_Number of students in elementary and secondary schools_Public school Total, program type","2_Number of students in elementary and secondary schools_Priviate school Total, program type","2_Number of students in elementary and secondary schools_Home-schooling Total, program type",3_Number of full-time and part-time educators,4_Canada_gdp_yearly_Final consumption expenditure,4_Canada_gdp_yearly_Household final consumption expenditure,4_Canada_gdp_yearly_Goods,4_Canada_gdp_yearly_Durable goods,4_Canada_gdp_yearly_Semi-durable goods,4_Canada_gdp_yearly_Non-durable goods,4_Canada_gdp_yearly_Services,4_Canada_gdp_yearly_Non-profit institutions serving households final consumption expenditure,4_Canada_gdp_yearly_General governments final consumption expenditure,4_Canada_gdp_yearly_Gross fixed capital formation,4_Canada_gdp_yearly_Business gross fixed capital formation,4_Canada_gdp_yearly_Residential structures,"4_Canada_gdp_yearly_Non-residential structures, machinery and equipment",4_Canada_gdp_yearly_Non-residential structures,4_Canada_gdp_yearly_Machinery and equipment,4_Canada_gdp_yearly_Intellectual property products,4_Canada_gdp_yearly_Non-profit institutions serving households gross fixed capital formation,4_Canada_gdp_yearly_General governments gross fixed capital formation,4_Canada_gdp_yearly_Investment in inventories,4_Canada_gdp_yearly_Of which: business investment in inventories,4_Canada_gdp_yearly_Non-farm,4_Canada_gdp_yearly_Farm,4_Canada_gdp_yearly_Exports of goods and services,4_Canada_gdp_yearly_Exports to other countries,4_Canada_gdp_yearly_Exports of goods to other countries,4_Canada_gdp_yearly_Exports of services to other countries,4_Canada_gdp_yearly_Exports to other provinces,4_Canada_gdp_yearly_Exports of goods to other provinces,4_Canada_gdp_yearly_Exports of services to other provinces,4_Canada_gdp_yearly_Less: imports of goods and services,4_Canada_gdp_yearly_Imports from other countries,4_Canada_gdp_yearly_Imports of goods from other countries,4_Canada_gdp_yearly_Imports of services from other countries,4_Canada_gdp_yearly_Imports from other provinces,4_Canada_gdp_yearly_Imports of goods from other provinces,4_Canada_gdp_yearly_Imports of services from other provinces,4_Canada_gdp_yearly_Statistical discrepancy,4_Canada_gdp_yearly_Gross domestic product at market prices,4_Canada_gdp_yearly_Final domestic demand,6_Estimates of population,7_Dependency ratio,9_Postsecondary enrolments
Newfoundland and Labrador_1991,"7,194","7,191",3,,,,,,"14,454","8,728","4,814",796,513,"3,744","3,884",116,"5,740","3,104","2,359",982,"1,317","1,078",332,103,41,708,-68,-69,-69,0,"8,840","6,145","5,921",229,"2,556","1,492",763,"8,734","2,704","2,458",237,"5,941","2,759","3,204",209,"19,372","17,498",,,
Newfoundland and Labrador_1992,"6,950","6,944",6,,,,,,"14,605","8,784","4,753",764,493,"3,756","4,015",110,"5,852","3,056","2,329",828,"1,431","1,233",329,58,37,694,-105,-107,-106,0,"7,774","5,317","5,075",223,"2,319","1,258",744,"8,435","2,486","2,218",251,"5,850","2,652","3,213",149,"18,987","17,597",,,
Newfoundland and Labrador_1993,"6,435","6,430",5,,,,,,"14,544","8,828","4,757",759,494,"3,767","4,058",137,"5,694","3,545","2,783",833,"1,815","1,944",233,69,29,736,-73,-74,-73,-1,"8,154","6,171","5,887",260,"1,947",905,710,"8,960","2,833","2,537",279,"6,038","2,525","3,514",130,"19,257","18,046",,,"22,683"
Newfoundland and Labrador_1994,"6,351","6,347",4,,,,,,"14,635","8,928","4,782",774,495,"3,771","4,137",101,"5,725","4,011","3,324",877,"2,243","2,527",228,89,43,648,-54,-55,-55,1,"8,745","6,521","6,284",240,"2,166","1,149",707,"9,303","3,184","2,823",338,"6,039","2,785","3,267",73,"20,012","18,619",,,"22,548"
Newfoundland and Labrador_1995,"5,872","5,871",1,,,,,,"14,681","9,049","4,783",764,517,"3,751","4,264",130,"5,590","4,090","3,480",702,"2,420","2,516",346,182,32,583,20,21,21,0,"9,983","7,726","7,467",271,"2,240","1,186",733,"9,781","3,798","3,440",343,"5,921","2,653","3,280",74,"20,656","18,747",,,"23,346"
Newfoundland and Labrador_1996,"5,782","5,780",2,,,,,,"14,570","9,079","4,750",746,520,"3,735","4,332",125,"5,432","3,366","2,828",732,"1,817","1,708",348,191,44,499,-36,-36,-36,0,"9,876","7,614","7,292",309,"2,241","1,289",673,"9,509","3,769","3,412",341,"5,682","2,617","3,076",109,"19,682","17,887",,,"22,077"
Newfoundland and Labrador_1997,"5,428","5,424",4,,,,,,"14,762","9,352","4,913",893,538,"3,668","4,441",165,"5,262","3,777","3,288",839,"2,206","1,972",473,126,24,469,235,237,238,-1,"10,520","8,291","7,845",393,"2,230","1,198",717,"10,618","4,658","4,264",384,"5,916","2,669","3,259",-124,"19,908","18,501",,,"21,864"
Newfoundland and Labrador_1998,"5,015","5,013",2,"101,769","101,769",,,,"15,389","9,603","5,013",945,563,"3,668","4,594",184,"5,651","3,808","3,184",849,"2,023","1,657",512,224,15,608,-36,-37,-37,0,"12,432","9,695","9,110",497,"2,723","1,625",786,"11,299","5,222","4,825",395,"6,047","2,419","3,634",-50,"20,895","19,151",,,"21,948"
Newfoundland and Labrador_1999,"5,072","5,069",3,"97,557","97,557",,,,"15,899","9,977","5,234","1,051",587,"3,732","4,745",209,"5,749","4,853","4,032",860,"2,509","2,340",487,505,26,795,-34,-34,-36,3,"13,311","10,373","9,863",465,"2,921","1,900",757,"12,629","5,774","5,358",420,"6,819","2,652","4,170",9,"22,144","20,752",,,"22,155"
Newfoundland and Labrador_2000,"4,886","4,877",9,"94,116","94,119",,,,"16,430","10,313","5,374","1,108",614,"3,771","4,944",203,"5,952","4,330","3,514",895,"2,282","1,339",867,223,26,787,236,239,239,0,"14,912","10,926","10,393",486,"3,953","2,823",886,"13,175","6,488","6,084",423,"6,664","2,691","3,976",8,"23,334","20,731",,,"23,820"
Newfoundland and Labrador_2001,"4,719","4,717",2,"90,234","90,231",,,,"16,781","10,600","5,568","1,188",654,"3,821","5,034",195,"6,014","4,347","3,507","1,014","2,201","1,843",528,218,31,806,148,149,147,1,"14,713","8,921","8,352",495,"5,817","4,992",819,"12,870","6,077","5,612",465,"6,768","2,648","4,126",36,"23,894","21,098","522,046",58.4,"21,447"
Newfoundland and Labrador_2002,"4,686","4,678",8,"86,970","86,973",,,"8,034","17,279","10,934","5,751","1,245",686,"3,905","5,185",214,"6,155","4,370","3,420","1,187","1,900","1,323",612,329,35,907,-200,-202,-202,0,"19,698","13,062","12,495",555,"6,700","5,755",940,"13,217","6,451","6,030",439,"6,739","2,836","3,903",94,"27,746","21,617","519,481",57.6,"24,126"
Newfoundland and Labrador_2003,"4,630","4,628",2,"84,336","84,339",,,"7,920","17,717","11,271","5,935","1,307",718,"3,985","5,337",229,"6,232","4,635","3,979","1,274","2,295","1,580",750,376,29,638,100,101,101,1,"21,853","13,648","13,120",541,"8,232","7,298","1,024","14,295","6,962","6,468",503,"7,305","2,968","4,341",11,"29,562","22,319","518,459",56.6,"26,196"
Newfoundland and Labrador_2004,"4,507","4,501",6,"81,510","81,510",,,"7,737","17,795","11,440","5,941","1,285",745,"3,982","5,507",221,"6,132","5,173","4,658","1,443","2,911","1,984",965,240,18,519,117,118,117,2,"21,743","13,335","12,796",543,"8,426","7,298","1,156","15,085","7,609","7,099",527,"7,457","2,969","4,495",37,"29,354","22,938","517,423",55.9,"26,751"
Newfoundland and Labrador_2005,"4,526","4,515",11,"79,482","79,482",,,"7,320","18,076","11,622","5,984","1,327",756,"3,962","5,650",228,"6,226","5,721","5,043","1,450","3,094","2,166",986,413,43,657,146,148,147,0,"21,799","12,708","12,164",540,"9,098","7,869","1,256","15,250","7,587","7,079",526,"7,641","2,953","4,701",-47,"30,187","23,767","514,332",55.4,"25,335"
Newfoundland and Labrador_2006,"4,580","4,571",9,"76,806","76,806",,,"7,401","18,504","11,909","6,110","1,373",794,"3,993","5,814",237,"6,357","5,312","4,589","1,451","2,365","1,550",832,739,44,693,203,206,204,1,"23,069","13,596","13,069",532,"9,481","8,202","1,306","15,370","7,691","7,128",575,"7,657","2,935","4,737",-33,"31,391","23,791","510,592",55.3,"29,436"
Newfoundland and Labrador_2007,"4,577","4,574",3,"75,180","74,343",834,0,"7,485","19,825","12,515","6,507","1,579",850,"4,107","6,016",220,"7,109","4,998","4,205","1,567","2,095","1,173",899,544,9,794,211,214,214,0,"26,160","16,451","15,934",539,"9,780","8,452","1,354","15,874","8,121","7,538",596,"7,734","3,227","4,506",-7,"34,929","24,802","509,055",55.5,"26,904"
Newfoundland and Labrador_2008,"4,905","4,901",4,"72,933","72,108",825,,"7,542","20,178","13,118","6,947","1,804",919,"4,236","6,172",244,"6,809","5,698","4,781","1,611","2,735","1,759",977,418,32,893,-56,-58,-57,-2,"25,801","17,070","16,549",544,"8,915","7,593","1,343","16,737","8,411","7,816",608,"8,310","3,400","4,911",-4,"34,404","25,856","511,581",55.7,"27,156"
Newfoundland and Labrador_2009,"4,936","4,928",8,"71,493","70,641",852,,"7,722","21,106","13,493","7,185","1,854",966,"4,375","6,308",251,"7,362","5,488","4,317","1,629","2,383","1,614",779,300,40,"1,136",-210,-212,-212,-1,"20,823","14,059","13,366",681,"6,952","5,482","1,442","15,991","8,319","7,701",629,"7,655","3,071","4,585",-43,"30,954","26,564","516,751",56,"27,129"
Newfoundland and Labrador_2010,"4,888","4,885",3,"70,398","69,663",732,,"7,635","21,779","13,971","7,429","2,026",988,"4,418","6,542",244,"7,563","6,522","5,114","1,847","2,619","1,599","1,016",644,47,"1,366",266,268,268,0,"21,819","13,636","13,003",630,"8,239","6,773","1,484","17,588","9,387","8,651",744,"8,193","3,079","5,112",-50,"32,639","28,288","522,009",55.8,"27,462"
Newfoundland and Labrador_2011,"4,501","4,496",5,"69,600","68,655",873,75,"7,605","22,169","14,337","7,579","2,097","1,020","4,463","6,758",259,"7,572","8,073","6,706","1,872","4,272","2,822","1,448",562,46,"1,322",200,206,206,0,"22,208","13,928","13,320",610,"8,340","6,577","1,770","18,971","10,090","9,141",944,"8,873","3,534","5,339",-46,"33,531","30,241","524,999",56.6,"28,500"
Newfoundland and Labrador_2012,"4,409","4,404",5,"68,688","67,827",753,105,"7,584","22,448","14,733","7,773","2,211","1,069","4,493","6,960",257,"7,458","9,825","8,408","1,962","5,594","4,388","1,206",852,42,"1,375",154,-14,-12,-2,"20,300","10,711","10,027",684,"9,590","7,865","1,724","20,620","11,476","10,588",888,"9,144","3,526","5,618",-44,"32,064","32,273","526,345",57.5,"28,188"
Newfoundland and Labrador_2013,"4,548","4,543",5,"68,313","67,479",708,126,"7,380","22,730","15,178","7,990","2,287","1,090","4,614","7,187",247,"7,307","11,402","10,152","1,844","7,347","5,815","1,532",962,36,"1,216",117,185,185,0,"20,972","13,132","12,487",645,"7,737","6,056","1,673","21,584","12,415","11,412","1,002","9,177","3,162","6,013",45,"33,748","34,130","527,114",58.4,"28,500"
Newfoundland and Labrador_2014,"4,593","4,586",7,"68,403","67,293",966,144,"7,650","22,869","15,519","8,147","2,299","1,110","4,738","7,371",232,"7,125","11,527","10,229","1,643","8,112","6,754","1,353",486,29,"1,270",155,169,168,1,"19,345","12,429","11,745",684,"6,798","5,076","1,700","20,539","11,433","10,512",920,"9,107","2,922","6,186",-4,"33,355","34,394","528,159",59.6,"27,207"
Newfoundland and Labrador_2015,"4,488","4,484",4,"68,250","67,167",957,126,"6,948","23,200","15,764","8,213","2,323","1,125","4,764","7,549",248,"7,194","11,289","10,148","1,497","7,946","6,958",994,706,24,"1,118",102,57,57,-1,"17,770","11,731","11,003",714,"5,933","4,199","1,674","19,589","10,654","9,747",905,"8,933","3,241","5,690",-3,"32,965","34,483","528,117",60.8,"26,742"
Newfoundland and Labrador_2016,"4,475","4,466",9,"67,764","66,654",966,147,"7,161","23,285","15,778","8,152","2,313","1,099","4,739","7,621",270,"7,241","12,207","11,192","1,359","9,210","8,451",776,611,15,998,65,93,92,1,"18,675","13,051","12,165",846,"5,568","3,695","1,747","20,892","12,708","11,866",857,"8,206","2,837","5,361",-3,"33,461","35,509","529,426",62.2,"26,979"
Newfoundland and Labrador_2017,"4,105","4,097",8,"67,329","66,183","1,005",141,,"23,386","15,942","8,180","2,333","1,101","4,744","7,755",272,"7,178","9,381","8,177","1,251","6,363","5,445",927,573,14,"1,196",-16,-43,-46,2,"19,624","14,021","13,123",871,"5,567","3,634","1,792","18,148","9,999","9,137",855,"8,151","2,705","5,434",-4,"33,953","32,718","528,249",63.9,"25,968"
Newfoundland and Labrador_2018,"4,022","4,013",9,"66,477","65,286","1,077",117,,"23,595","15,924","8,102","2,255","1,105","4,742","7,812",280,"7,395","7,990","6,671","1,182","4,866","3,844","1,020",636,14,"1,310",76,29,30,0,"20,564","15,797","14,828",946,"4,724","2,709","1,822","18,743","10,992","10,127",865,"7,749","2,445","5,289",3,"33,065","31,521","525,560",65.7,"25,305"
Newfoundland and Labrador_2019,"3,767","3,762",5,"65,343","64,188","1,005",147,,"23,906","16,257","8,294","2,380","1,127","4,787","7,953",284,"7,371","8,400","6,951","1,111","5,190","3,839","1,341",656,12,"1,443",90,97,98,0,"21,528","17,020","16,170",845,"4,441","2,488","1,760","19,110","10,927","10,076",852,"8,190","2,660","5,515",-4,"34,391","32,247","523,427",67.5,"24,795"
Newfoundland and Labrador_2020,"3,598","3,586",12,"64,758","63,570","1,035",153,,"23,193","15,372","8,244","2,324","1,086","4,834","7,134",275,"7,540","6,603","5,384","1,146","3,660","2,830",828,598,11,"1,212",114,199,200,-1,"19,329","15,361","14,337",967,"3,912","2,180","1,558","16,091","8,327","7,620",698,"7,770","2,678","5,082",-4,"32,796","29,713","521,364",69.1,"25,083"
Newfoundland and Labrador_2021,"3,839","3,833",6,"64,494","62,964",984,543,,"24,566","16,073","8,598","2,477","1,281","4,850","7,480",268,"8,216","6,007","4,870","1,288","3,109","2,071","1,035",496,12,"1,130",28,-54,-59,4,"18,592","14,452","13,629",793,"4,087","2,412","1,525","15,858","8,090","7,467",625,"7,770","2,613","5,149",-3,"33,006","30,460","520,553",70.5,"26,181"
Northwestern_1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern_1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern_1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,455"
Northwestern_1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,899"
Northwestern_1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,253"
Northwestern_1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,398"
Northwestern_1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,329"
Northwestern_1998,,,,"17,562","17,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,464"
Northwestern_1999,,,,"18,066","18,066",,,,"2,758","1,079",519,80,70,383,560,48,"1,644",753,590,53,272,166,90,278,0,166,0,0,0,0,"1,453",549,477,84,"1,083",773,316,"1,635",387,326,63,"1,276",579,703,-32,"3,369","3,493",,,"1,656"
Northwestern_2000,773,773,0,"9,753","9,753",,,,"2,815","1,108",536,87,74,387,572,55,"1,664","1,095",958,40,616,581,94,306,0,134,28,28,28,0,"1,792",717,644,75,"1,240",941,328,"2,117",535,461,73,"1,604",665,940,-11,"3,594","3,908",,,"1,491"
Northwestern_2001,704,704,0,"9,672","9,672",,,,"2,973","1,154",560,89,81,401,594,56,"1,778","1,757","1,559",51,"1,021","1,024",124,490,0,192,-25,-25,-25,0,"2,145",906,828,76,"1,399","1,079",356,"2,485",618,528,89,"1,899",843,"1,062",-28,"4,350","4,757","40,845",62.8,"1,428"
Northwestern_2002,709,709,0,"9,708","9,705",,,645,"3,009","1,201",584,101,82,409,616,44,"1,775","1,646","1,408",118,754,570,190,555,0,237,-7,-7,-7,0,"2,446","1,274","1,185",85,"1,238",933,331,"2,467",635,550,84,"1,851",868,993,-3,"4,654","4,676","41,699",61,"1,554"
Northwestern_2003,730,730,0,"9,747","9,747",,,681,"3,107","1,245",596,108,85,409,649,63,"1,811","1,041",835,98,449,400,80,297,0,209,66,66,66,0,"3,386","2,102","2,000",98,"1,272",857,417,"2,399",622,529,93,"1,793",751,"1,044",-5,"5,265","4,160","42,600",59.4,"1,482"
Northwestern_2004,735,735,0,"9,720","9,720",,,678,"3,157","1,285",617,115,87,420,668,61,"1,821","1,554","1,338",120,903,663,244,313,0,216,40,40,40,0,"3,496","2,147","2,061",81,"1,343",839,498,"2,867",857,773,82,"1,991",809,"1,182",-7,"5,401","4,725","43,306",58,"1,419"
Northwestern_2005,771,771,0,"9,606","9,609",,,669,"3,177","1,316",623,118,91,419,692,66,"1,802","1,818","1,597",95,"1,092",827,278,414,0,218,8,8,8,0,"3,393","2,074","1,986",84,"1,318",699,607,"3,035",923,822,99,"2,087",823,"1,264",-14,"5,346","5,011","43,400",57.7,"1,491"
Northwestern_2006,758,758,0,"9,570","9,570",,,672,"3,199","1,356",647,126,97,426,709,61,"1,786","2,116","1,926",59,"1,547","1,400",234,316,0,185,-42,-42,-42,0,"3,393","2,132","2,047",80,"1,256",678,567,"3,278",899,790,107,"2,371",961,"1,409",-13,"5,352","5,335","43,179",56.9,"2,634"
Northwestern_2007,806,806,0,"9,399","9,333",0,69,714,"3,238","1,411",679,135,106,439,731,47,"1,781","2,192","1,961",55,"1,369",956,424,546,0,228,-36,-36,-36,0,"3,958","2,648","2,567",79,"1,311",635,667,"3,466",937,816,119,"2,523","1,131","1,392",-6,"5,841","5,451","43,372",55.9,"1,029"
Northwestern_2008,820,820,0,"9,126","9,048",,78,720,"3,257","1,447",697,146,107,444,750,49,"1,760","1,754","1,524",52,728,559,186,763,7,222,45,45,45,0,"3,453","2,224","2,119",104,"1,226",554,672,"3,180",862,738,122,"2,313",957,"1,356",1,"5,293","5,024","43,360",55.1,999
Northwestern_2009,804,804,0,"8,826","8,763",,63,705,"3,443","1,438",680,139,106,435,758,54,"1,951","1,204",877,71,522,384,144,287,1,325,-19,-19,-19,0,"3,218","2,090","2,000",89,"1,125",509,617,"3,059",754,629,123,"2,314",936,"1,377",0,"4,722","4,647","43,156",54.8,894
Northwestern_2010,766,766,0,"8,634","8,565",,72,687,"3,440","1,465",677,137,108,432,789,52,"1,923","1,292",924,66,632,468,170,225,13,355,41,40,40,0,"3,364","2,173","2,079",93,"1,188",544,647,"3,221",874,709,164,"2,346",954,"1,391",-10,"4,843","4,734","43,285",54,"1,041"
Northwestern_2011,751,751,0,"8,634","8,577",,60,630,"3,465","1,487",689,141,106,442,797,54,"1,924","1,107",818,62,577,358,219,179,20,271,140,139,139,0,"3,080","2,005","1,918",86,"1,072",405,671,"3,333","1,049",893,157,"2,288",919,"1,368",-10,"4,408","4,571","43,504",53.3,"1,182"
Northwestern_2012,748,747,1,"8,577","8,511",,63,672,"3,464","1,504",697,157,110,430,807,53,"1,907","1,299","1,050",70,720,438,282,260,19,230,4,1,1,0,"3,079","1,899","1,807",92,"1,180",492,688,"3,450","1,040",863,177,"2,410","1,017","1,393",-2,"4,394","4,763","43,648",52.5,"4,062"
Northwestern_2013,765,765,0,"8,400","8,331",,69,672,"3,512","1,532",711,158,115,438,821,53,"1,927","1,398","1,045",73,793,533,262,179,15,336,46,46,46,0,"3,140","1,834","1,737",96,"1,308",530,778,"3,531","1,348","1,146",203,"2,188",745,"1,442",-1,"4,521","4,910","43,805",51.7,"3,681"
Northwestern_2014,753,752,1,"8,205","8,175",,30,666,"3,692","1,553",722,160,117,445,831,59,"2,080","1,462","1,108",83,842,616,226,183,17,339,7,11,11,0,"3,368","2,069","1,965",103,"1,296",494,801,"3,749","1,293","1,064",229,"2,460",787,"1,674",6,"4,735","5,154","43,884",51.1,"3,834"
Northwestern_2015,761,761,0,"8,382","8,316",,66,654,"3,701","1,580",732,160,119,453,848,61,"2,060","1,676","1,317",83,"1,081",812,268,153,12,348,49,49,49,0,"3,211","1,974","1,855",119,"1,232",511,728,"3,823","1,286","1,048",238,"2,544",782,"1,761",5,"4,779","5,377","44,237",51.2,"3,993"
Northwestern_2016,720,720,0,"8,367","8,298",,66,645,"3,748","1,593",725,161,114,450,867,71,"2,085","1,493","1,125",100,913,705,201,112,10,359,48,46,46,0,"2,970","1,920","1,828",95,"1,030",459,593,"3,538","1,163",969,192,"2,387",740,"1,646",1,"4,712","5,240","44,649",51.2,"3,612"
Northwestern_2017,715,715,0,"8,421","8,337",,84,,"3,818","1,632",744,169,117,458,887,74,"2,114","1,068",731,75,547,357,180,107,10,328,44,41,41,0,"3,521","2,729","2,636",105,808,106,617,"3,467","1,157",984,170,"2,319",750,"1,574",-1,"4,873","4,881","44,891",51.3,"3,549"
Northwestern_2018,739,739,0,"8,802","8,733",,69,,"3,913","1,659",759,173,121,464,899,74,"2,182","1,021",679,75,477,348,121,123,8,335,17,18,18,0,"3,553","2,711","2,620",103,855,150,630,"3,459","1,175",979,192,"2,291",721,"1,573",3,"4,941","4,928","44,981",52,"3,534"
Northwestern_2019,632,632,0,"8,607","8,493",,111,,"3,989","1,665",767,178,122,466,897,84,"2,243",846,549,56,373,216,150,117,7,291,-30,-31,-31,,"3,250","2,141","2,047",99,"1,103",408,679,"3,240","1,122",927,190,"2,121",622,"1,499",-2,"4,750","4,826","45,070",53.1,"4,071"
Northwestern_2020,666,666,0,"8,721","8,568",,153,,"4,082","1,650",821,185,138,497,830,88,"2,344",626,363,77,211,129,77,69,8,257,88,90,90,,"2,443","1,596","1,525",75,842,344,499,"3,017","1,086",922,161,"1,925",671,"1,267",2,"4,265","4,694","45,372",53.6,"4,803"
Northwestern_2021,628,628,0,"8,700","8,520",,180,,"4,258","1,719",854,193,155,506,865,84,"2,454",689,401,88,201,125,72,104,8,283,-55,-60,-60,,"2,730","1,766","1,695",76,958,402,564,"3,176","1,146",943,199,"2,024",585,"1,442",3,"4,475","4,934","45,504",53.9,"2,307"
Nova Scotia_1991,"12,086","12,076",10,,,,,,"27,872","16,395","8,603","1,345",940,"6,728","7,787",329,"11,492","5,055","3,457","1,373","1,912","1,418",728,111,43,"1,621",-40,-38,-31,-11,"8,654","3,729","3,114",577,"5,065","2,506","2,543","14,624","5,476","4,921",571,"9,423","4,986","4,449",103,"26,591","32,828",,,
Nova Scotia_1992,"11,983","11,980",3,,,,,,"28,174","16,732","8,665","1,370",933,"6,777","8,069",320,"11,435","4,402","2,785","1,374","1,357","1,104",474,109,45,"1,655",40,40,38,4,"9,182","3,968","3,306",624,"5,359","2,744","2,605","14,322","5,425","4,867",576,"9,157","4,614","4,536",-83,"26,927","32,381",,,
Nova Scotia_1993,"11,683","11,674",9,,,,,,"28,663","17,006","8,839","1,406",959,"6,885","8,168",326,"11,653","4,431","2,698","1,449","1,213",798,505,137,44,"1,784",40,40,38,1,"9,433","4,171","3,437",707,"5,387","2,718","2,658","14,869","5,901","5,288",634,"9,189","4,486","4,694",-150,"27,073","32,888",,,"41,175"
Nova Scotia_1994,"11,225","11,214",11,,,,,,"28,778","17,316","8,915","1,419",964,"6,950","8,404",315,"11,423","4,495","2,923","1,464","1,359",630,679,175,47,"1,597",-88,-88,-80,-9,"9,442","4,200","3,369",838,"5,360","2,659","2,688","15,254","6,132","5,455",701,"9,333","4,904","4,419",192,"27,040","33,074",,,"41,214"
Nova Scotia_1995,"10,840","10,836",4,,,,,,"28,873","17,606","8,960","1,398","1,002","6,971","8,649",337,"11,155","4,368","2,834","1,428","1,313",762,589,169,45,"1,559",75,74,72,2,"9,673","4,179","3,316",887,"5,656","2,928","2,714","15,301","6,223","5,476",777,"9,274","4,777","4,490",123,"27,365","33,021",,,"40,248"
Nova Scotia_1996,"10,652","10,649",3,,,,,,"28,947","18,018","9,072","1,449","1,022","6,989","8,948",404,"10,673","4,390","3,161","1,503","1,524",803,720,187,45,"1,213",-100,-100,-105,10,"10,558","4,883","3,901",997,"5,731","2,986","2,729","16,096","6,960","6,256",726,"9,257","4,728","4,525",129,"27,388","33,118",,,"43,725"
Nova Scotia_1997,"10,040","10,034",6,,,,,,"29,383","18,618","9,344","1,617","1,025","7,028","9,276",419,"10,434","5,371","4,184","1,529","2,383",847,"1,315",173,34,"1,150",174,173,171,1,"11,669","5,590","4,481","1,120","6,079","3,078","2,990","17,697","8,225","7,515",726,"9,494","4,824","4,666",-178,"28,496","34,649",,,"44,076"
Nova Scotia_1998,"9,685","9,681",4,"162,360","162,360",,,,"30,299","19,162","9,681","1,730","1,086","7,148","9,484",437,"10,798","5,734","4,677","1,346","2,826","2,339",945,285,18,"1,019",-40,-39,-39,0,"11,979","5,771","4,645","1,133","6,195","3,080","3,104","18,087","8,414","7,597",836,"9,693","4,726","4,968",-46,"29,558","35,950",,,"44,784"
Nova Scotia_1999,"9,631","9,626",5,"160,011","160,011",,,,"31,259","19,937","10,136","1,866","1,132","7,401","9,805",534,"10,864","6,844","5,754","1,597","3,443","3,038","1,062",441,35,"1,012",291,291,296,-10,"12,468","6,024","4,889","1,128","6,426","3,320","3,095","19,583","9,289","8,470",840,"10,285","4,863","5,425",-53,"31,116","38,132",,,"44,604"
Nova Scotia_2000,"9,151","9,146",5,"158,205","158,205",,,,"31,740","20,446","10,398","1,975","1,162","7,492","10,052",574,"10,773","6,329","4,995","1,768","2,561","1,514","1,162",583,33,"1,287",224,223,225,-5,"13,650","6,863","5,608","1,234","6,693","3,412","3,272","19,846","9,363","8,474",910,"10,484","5,117","5,365",36,"32,041","38,034",,,"45,069"
Nova Scotia_2001,"8,929","8,928",1,"155,874","155,874",,,,"31,960","20,661","10,458","1,983","1,185","7,514","10,206",538,"10,801","6,596","5,213","1,866","2,549","1,495","1,162",739,35,"1,332",183,184,180,3,"14,401","7,011","5,756","1,223","7,364","3,879","3,465","20,086","9,558","8,641",937,"10,514","5,199","5,308",-20,"33,008","38,540","932,494",62,"46,164"
Nova Scotia_2002,"8,684","8,676",8,"153,450","153,450",,,"9,591","33,092","21,511","10,920","2,163","1,279","7,640","10,596",624,"10,990","6,836","5,345","2,004","2,609","1,372","1,269",687,41,"1,438",36,37,48,-16,"15,338","7,748","6,355","1,361","7,498","4,131","3,335","20,916","9,822","8,904",939,"11,108","5,572","5,526",96,"34,432","39,912","935,179",61.3,"51,867"
Nova Scotia_2003,"8,678","8,675",3,"150,600","150,600",,,"9,615","33,773","22,011","11,144","2,241","1,321","7,725","10,870",626,"11,164","6,855","5,300","2,197","2,506","1,520","1,115",598,40,"1,508",194,193,186,8,"15,529","7,491","6,173","1,280","8,014","4,527","3,444","21,591","10,028","8,937","1,097","11,600","5,909","5,676",72,"34,803","40,603","937,717",60.7,"50,886"
Nova Scotia_2004,"8,840","8,832",8,"148,515","148,512",,,"9,579","34,314","22,578","11,357","2,330","1,364","7,783","11,224",582,"11,159","6,879","5,380","2,376","2,511","1,500","1,130",517,23,"1,464",149,149,153,-7,"16,021","7,968","6,486","1,461","7,984","4,433","3,516","22,360","10,330","9,186","1,149","12,073","6,059","6,004",91,"35,071","41,163","939,664",60.1,"53,469"
Nova Scotia_2005,"8,674","8,667",7,"145,395","145,398",,,"9,708","35,040","23,111","11,515","2,414","1,404","7,793","11,600",589,"11,341","7,088","5,492","2,449","2,709","1,390","1,358",345,56,"1,530",218,218,213,4,"15,813","7,723","6,209","1,513","8,047","4,421","3,595","22,736","10,803","9,594","1,213","11,949","5,619","6,339",73,"35,469","42,101","937,926",59.6,"52,575"
