Area_Year,1_Live births,1_Live births.1,1_Live births.2,2_Number of students in elementary and secondary schools,2_Number of students in elementary and secondary schools.1,2_Number of students in elementary and secondary schools.2,2_Number of students in elementary and secondary schools.3,2_Number of students in elementary and secondary schools.4,2_Number of students in elementary and secondary schools.5,2_Number of students in elementary and secondary schools.6,2_Number of students in elementary and secondary schools.7,2_Number of students in elementary and secondary schools.8,2_Number of students in elementary and secondary schools.9,2_Number of students in elementary and secondary schools.10,2_Number of students in elementary and secondary schools.11,2_Number of students in elementary and secondary schools.12,2_Number of students in elementary and secondary schools.13,2_Number of students in elementary and secondary schools.14,2_Number of students in elementary and secondary schools.15,3_Number of full-time and part-time educators,4_Canada_gdp_yearly,4_Canada_gdp_yearly.1,4_Canada_gdp_yearly.2,4_Canada_gdp_yearly.3,4_Canada_gdp_yearly.4,4_Canada_gdp_yearly.5,4_Canada_gdp_yearly.6,4_Canada_gdp_yearly.7,4_Canada_gdp_yearly.8,4_Canada_gdp_yearly.9,4_Canada_gdp_yearly.10,4_Canada_gdp_yearly.11,4_Canada_gdp_yearly.12,4_Canada_gdp_yearly.13,4_Canada_gdp_yearly.14,4_Canada_gdp_yearly.15,4_Canada_gdp_yearly.16,4_Canada_gdp_yearly.17,4_Canada_gdp_yearly.18,4_Canada_gdp_yearly.19,4_Canada_gdp_yearly.20,4_Canada_gdp_yearly.21,4_Canada_gdp_yearly.22,4_Canada_gdp_yearly.23,4_Canada_gdp_yearly.24,4_Canada_gdp_yearly.25,4_Canada_gdp_yearly.26,4_Canada_gdp_yearly.27,4_Canada_gdp_yearly.28,4_Canada_gdp_yearly.29,4_Canada_gdp_yearly.30,4_Canada_gdp_yearly.31,4_Canada_gdp_yearly.32,4_Canada_gdp_yearly.33,4_Canada_gdp_yearly.34,4_Canada_gdp_yearly.35,4_Canada_gdp_yearly.36,4_Canada_gdp_yearly.37,4_Canada_gdp_yearly.38,6_Estimates of population,7_Dependency ratio,9_Postsecondary enrolments,6_Estimates of population.1,7_Dependency ratio.1
Nunavut_2003,424.0,424.0,0.0,"8,901","8,901",0.0,0.0,"8,901","8,901",0.0,0.0,,,,,,,,,528.0,"1,852",521.0,238.0,23.0,45.0,172.0,284.0,40.0,"1,295",548,337,38.0,155,107.0,48.0,142.0,1.0,202.0,-64.0,-63.0,-63.0,0.0,207,55.0,30.0,27.0,139,11.0,112.0,"1,119",286,251,37.0,825,350.0,475,-10.0,"1,423","2,406","29,322",90.4,"1,482",,
Nunavut_2004,435.0,435.0,0.0,"9,117","9,120",0.0,0.0,"9,120","9,117",0.0,0.0,,,,,,,,,624.0,"1,874",538.0,243.0,24.0,47.0,175.0,294.0,38.0,"1,302",606,434,43.0,148,109.0,43.0,234.0,0.0,170.0,-63.0,-63.0,-63.0,0.0,214,57.0,32.0,27.0,145,8.0,122.0,"1,140",252,222,31.0,883,405.0,477,-8.0,"1,487","2,482","29,857",89.0,"1,419",,
Nunavut_2005,366.0,366.0,0.0,"9,354","9,354",0.0,0.0,"9,354","9,354",0.0,0.0,,,,,,,,,711.0,"1,900",554.0,250.0,26.0,48.0,177.0,304.0,39.0,"1,310",637,508,42.0,225,190.0,55.0,234.0,1.0,131.0,-42.0,-42.0,-42.0,0.0,183,32.0,9.0,24.0,151,8.0,127.0,"1,208",316,277,41.0,886,369.0,518,3.0,"1,481","2,537","30,339",87.5,"1,491",,
Nunavut_2006,427.0,427.0,0.0,"9,129","9,129",0.0,0.0,"9,129","9,129",0.0,0.0,,,,,,,,,702.0,"1,946",578.0,262.0,27.0,52.0,184.0,316.0,42.0,"1,327",618,468,42.0,282,279.0,48.0,149.0,2.0,148.0,-69.0,-70.0,-70.0,0.0,231,55.0,33.0,26.0,165,5.0,141.0,"1,235",291,260,34.0,937,386.0,552,5.0,"1,497","2,566","30,813",86.0,"2,634",,
Nunavut_2007,480.0,480.0,0.0,"9,066","9,066",0.0,0.0,"9,063","9,063",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,"2,066",597.0,269.0,29.0,56.0,185.0,328.0,46.0,"1,425",964,759,57.0,136,37.0,86.0,575.0,3.0,205.0,1.0,1.0,1.0,0.0,208,55.0,37.0,23.0,141,8.0,117.0,"1,635",378,341,41.0,"1,248",547.0,702,0.0,"1,620","3,032","31,395",84.9,"1,029",,
Nunavut_2008,481.0,481.0,0.0,"9,021","9,021",,,"9,024","9,024",,,,,,,,,,,654.0,"2,164",630.0,280.0,32.0,60.0,189.0,349.0,52.0,"1,485","1,426","1,235",42.0,563,429.0,131.0,634.0,16.0,185.0,21.0,15.0,15.0,0.0,189,43.0,23.0,22.0,136,8.0,113.0,"1,996",444,394,55.0,"1,543",753.0,790,11.0,"1,851","3,599","31,892",84.5,999,,
Nunavut_2009,487.0,487.0,0.0,"9,276","9,276",,,"9,279","9,276",,,,,,,,,,,651.0,"2,162",642.0,288.0,34.0,61.0,193.0,354.0,50.0,"1,471",860,582,42.0,310,237.0,72.0,233.0,3.0,274.0,-19.0,-23.0,-23.0,0.0,198,17.0,7.0,10.0,179,4.0,154.0,"1,519",304,266,40.0,"1,215",410.0,805,0.0,"1,721","3,019","32,597",83.1,894,,
Nunavut_2010,482.0,482.0,0.0,"9,039","9,039",,,"9,039","9,042",,,,,,,,,,,666.0,"2,203",670.0,298.0,34.0,64.0,200.0,372.0,45.0,"1,490",953,696,42.0,388,319.0,70.0,269.0,2.0,255.0,-1.0,-1.0,-1.0,0.0,607,18.0,5.0,12.0,588,414.0,174.0,"1,730",316,256,60.0,"1,416",489.0,926,-5.0,"2,039","3,155","33,352",81.8,"1,041",,
Nunavut_2011,447.0,447.0,0.0,"8,871","8,871",,,"8,871","8,874",,,,,,,,,,,666.0,"2,198",693.0,309.0,35.0,67.0,207.0,384.0,50.0,"1,456","1,122",857,55.0,263,203.0,60.0,538.0,1.0,265.0,-4.0,4.0,4.0,0.0,783,19.0,5.0,13.0,766,513.0,249.0,"1,944",332,269,62.0,"1,613",537.0,"1,075",-3.0,"2,150","3,323","34,192",80.4,"1,182",,
Nunavut_2012,468.0,468.0,0.0,"8,904","8,907",,,"8,904","8,907",,,,,,,,,,,801.0,"2,251",715.0,319.0,38.0,70.0,211.0,396.0,52.0,"1,484",895,738,71.0,231,165.0,66.0,436.0,1.0,156.0,10.0,25.0,25.0,0.0,871,26.0,9.0,17.0,845,631.0,214.0,"1,824",312,251,61.0,"1,511",530.0,981,-4.0,"2,199","3,146","34,672",79.7,"4,062",,
Nunavut_2013,490.0,490.0,0.0,"9,087","9,087",,,"9,087","9,084",,,,,,,,,,,573.0,"2,254",733.0,329.0,40.0,75.0,214.0,404.0,48.0,"1,473","1,216","1,013",69.0,676,500.0,176.0,263.0,2.0,201.0,32.0,27.0,27.0,0.0,979,26.0,5.0,21.0,953,783.0,178.0,"2,037",637,574,64.0,"1,398",386.0,"1,013",6.0,"2,410","3,465","35,337",79.6,"3,681",,
Nunavut_2014,483.0,483.0,0.0,"9,729","9,729",,,"9,729","9,729",,,,,,,,,,,783.0,"2,271",747.0,330.0,40.0,74.0,216.0,417.0,39.0,"1,487",940,668,48.0,456,354.0,101.0,162.0,1.0,268.0,115.0,32.0,32.0,0.0,943,31.0,8.0,22.0,912,729.0,187.0,"1,942",570,479,92.0,"1,373",414.0,957,1.0,"2,379","3,214","35,971",79.6,"3,834",,
Nunavut_2015,437.0,437.0,0.0,"9,891","9,888",,,"9,891","9,888",,,,,,,,,,,762.0,"2,401",771.0,346.0,43.0,79.0,224.0,425.0,42.0,"1,589",975,687,56.0,423,308.0,114.0,206.0,1.0,284.0,-50.0,0.0,0.0,0.0,867,92.0,67.0,20.0,768,607.0,164.0,"1,934",565,475,90.0,"1,370",315.0,"1,056",2.0,"2,372","3,380","36,488",80.0,"3,993",,
Nunavut_2016,456.0,455.0,1.0,"10,026","10,026",,,"10,026","10,029",,,,,,,,,,,864.0,"2,427",781.0,349.0,45.0,80.0,224.0,432.0,45.0,"1,602","1,003",698,44.0,451,363.0,89.0,197.0,1.0,301.0,98.0,110.0,110.0,0.0,965,168.0,138.0,19.0,774,608.0,168.0,"2,033",592,503,89.0,"1,442",359.0,"1,085",3.0,"2,492","3,434","36,975",79.6,"3,612",,
Nunavut_2017,440.0,440.0,0.0,"10,038","10,041",,,"10,041","10,038",,,,,,,,,,,,"2,505",799.0,364.0,48.0,86.0,230.0,436.0,44.0,"1,662","1,447","1,125",47.0,894,674.0,219.0,172.0,1.0,321.0,132.0,112.0,112.0,0.0,"1,268",440.0,380.0,25.0,658,470.0,184.0,"2,546",844,739,105.0,"1,689",473.0,"1,220",5.0,"2,821","3,944","37,546",79.3,"3,549",,
Nunavut_2018,411.0,411.0,0.0,"10,107","10,107",,,"10,107","10,107",,,,,,,,,,,,"2,683",808.0,371.0,51.0,93.0,228.0,439.0,49.0,"1,822","1,866","1,549",38.0,"1,352",936.0,408.0,144.0,2.0,319.0,34.0,-15.0,-15.0,0.0,"1,393",510.0,443.0,24.0,678,478.0,195.0,"3,109","1,171","1,016",155.0,"1,906",509.0,"1,401",-3.0,"2,953","4,535","38,143",79.5,"3,534",,
Nunavut_2019,385.0,385.0,0.0,"10,650","10,650",,,"10,653","10,650",,,,,,,,,,,,"2,659",818.0,375.0,53.0,96.0,227.0,445.0,48.0,"1,790","1,709","1,356",47.0,"1,192",893.0,297.0,106.0,2.0,352.0,0.0,-5.0,-5.0,,"1,894",755.0,663.0,25.0,815,627.0,189.0,"3,205","1,111",973,137.0,"2,074",574.0,"1,504",2.0,"3,175","4,355","38,592",79.9,"4,071",,
Nunavut_2020,504.0,504.0,0.0,"10,725","10,728",,,"10,725","10,725",,,,,,,,,,,,"2,717",810.0,397.0,57.0,109.0,234.0,415.0,57.0,"1,843",993,798,40.0,687,537.0,151.0,64.0,2.0,194.0,55.0,139.0,139.0,,"2,002",652.0,574.0,18.0,"1,124",926.0,200.0,"2,568",960,873,87.0,"1,578",426.0,"1,156",2.0,"3,211","3,718","39,155",78.9,"4,803",,
Nunavut_2021,462.0,462.0,0.0,"10,902","10,902",,,"10,902","10,902",,,,,,,,,,,,"2,826",828.0,405.0,60.0,132.0,217.0,424.0,59.0,"1,931","1,106",963,48.0,778,579.0,198.0,126.0,2.0,148.0,57.0,110.0,110.0,,"2,255",804.0,711.0,17.0,"1,128",924.0,206.0,"2,734",937,822,115.0,"1,782",487.0,"1,299",-1.0,"3,467","3,940","39,403",78.3,"2,307",,
Ontario_1991,"153,640","153,523",117.0,,,,,,,,,,,,,,,,,,"317,510","212,429","93,537","19,259","12,539","65,409","118,734","4,592","103,381","72,144","57,730","28,711","24,664","20,091","10,353","4,766",472,"13,997","-5,542","-5,521","-5,372",-75,"171,627","96,395","81,656","14,699","80,129","36,426","42,845","150,422","99,232","78,181","22,821","56,350","33,802","22,487","-1,616","400,193","389,473",,,,,
Ontario_1992,"152,124","152,051",73.0,,,,,,,,,,,,,,,,,,"321,440","215,110","94,059","19,273","12,655","65,840","121,014","4,723","104,505","71,967","57,709","30,015","23,880","17,489","10,753","4,912",461,"13,843","-4,753","-4,752","-4,358",-471,"177,936","104,300","88,202","16,088","77,621","33,939","42,889","158,952","106,911","85,399","22,978","56,539","32,847","23,476","1,707","405,564","393,148",,,,,
Ontario_1993,"149,465","149,331",134.0,,,,,,,,,,,,,,,,,,"324,524","218,103","94,850","19,364","12,860","66,336","123,297","4,725","104,472","66,412","52,760","27,393","20,862","13,985","9,887","5,864",461,"13,271","-2,314","-2,324","-2,359",99,"192,407","118,745","100,913","17,682","76,343","31,460","44,241","168,484","114,591","92,127","23,818","57,985","33,858","23,924","1,922","411,365","390,383",,,"469,308",,
Ontario_1994,"149,332","149,203",129.0,,,,,,,,,,,,,,,,,,"330,831","224,329","98,350","20,361","13,389","68,235","125,924","4,955","103,976","69,869","55,219","27,936","21,776","11,924","11,339","6,751",547,"14,213",551,552,341,286,"212,701","133,571","114,172","19,026","81,440","37,156","43,246","180,105","126,996","105,136","22,329","54,854","31,858","22,790","1,256","433,727","400,246",,,"465,606",,
Ontario_1995,"147,998","147,875",123.0,,,,,,,,,,,,,,,,,,"335,846","229,167","100,094","20,511","13,952","69,224","129,054","5,128","103,712","70,762","55,307","24,020","23,520","11,783","12,670","7,163",562,"15,059","3,935","3,931","3,865",18,"229,585","148,228","127,166","20,492","82,666","37,394","44,265","191,781","136,339","113,562","23,052","56,642","32,613","23,802",-607,"447,735","406,138",,,"463,173",,
Ontario_1996,"141,534","141,388",146.0,,,,,,,,,,,,,,,,,,"338,714","234,509","101,535","21,013","13,967","70,199","133,033","5,764","99,788","77,231","62,328","26,320","26,952","14,087","14,284","7,971",620,"14,302",-577,-572,-630,90,"242,199","158,735","135,385","23,004","84,198","36,232","47,238","201,523","142,471","117,939","25,036","60,738","36,656","23,871",-413,"455,035","415,718",,,"465,450",,
Ontario_1997,"134,690","134,549",141.0,,,,,,,,,,,,,,,,,,"351,884","246,112","107,427","23,975","14,657","71,608","138,678","6,781","99,764","85,945","71,510","30,016","31,982","15,709","17,374","7,758",561,"13,736","3,936","3,933","3,856",27,"261,968","173,414","147,431","25,744","88,901","37,075","51,231","226,709","162,378","135,695","26,943","65,193","38,556","26,393","1,068","477,053","437,792",,,"458,871",,
Ontario_1998,"133,874","133,733",141.0,"2,095,629","2,095,632",0.0,0.0,"2,095,632","2,095,629",0.0,0.0,,,,,,,,,,"362,308","254,934","112,420","25,725","15,622","73,408","142,431","6,535","101,358","88,687","74,712","29,453","34,137","16,054","18,850","8,495",406,"13,364","4,636","4,641","4,560",9,"280,761","192,528","163,916","28,283","86,914","33,855","52,804","237,687","171,077","143,160","28,149","67,070","37,819","28,868",-165,"498,740","450,964",,,"455,859",,
Ontario_1999,"132,255","132,089",166.0,"2,111,622","2,111,622",0.0,0.0,"2,111,622","2,111,622",0.0,0.0,,,,,,,,,,"378,379","267,017","119,154","28,549","16,369","76,041","147,690","7,550","104,117","96,972","81,057","33,023","36,990","17,879","20,212","8,477",465,"15,274",-562,-565,-516,-58,"314,033","217,932","187,733","29,277","93,991","35,267","58,625","257,701","186,377","156,570","29,958","71,342","40,308","30,634","1,160","533,253","475,439",,,"455,526",,
Ontario_2000,"128,733","128,572",161.0,"2,131,626","2,131,626",0.0,0.0,"2,131,626","2,131,626",0.0,0.0,,,,,,,,,,"395,560","279,843","125,311","30,590","17,394","78,790","154,323","8,008","107,889","101,455","84,536","35,322","37,092","15,631","21,371","10,168",527,"16,222","3,914","3,904","3,987",-205,"339,144","235,720","202,659","32,153","101,057","36,994","64,087","276,749","200,960","169,665","31,347","75,466","41,529","33,526","1,325","567,019","497,109",,,"467,001",,
Ontario_2001,"133,397","133,228",169.0,"2,143,599","2,143,599",0.0,0.0,"2,143,599","2,143,599",0.0,0.0,,,,,,,,,,"406,250","286,845","127,771","31,105","17,978","80,082","158,906","8,362","111,325","104,512","85,937","38,814","35,494","15,484","20,185","11,024",601,"17,866","-1,103","-1,102",-986,-142,"328,309","224,145","191,285","32,314","102,819","38,992","63,639","263,942","187,460","157,460","30,135","77,828","43,336","34,035",579,"577,397","510,858","11,897,534",63.0,"474,600","11,897,534",63.0
Ontario_2002,"130,398","130,260",138.0,"2,163,108","2,163,108",0.0,0.0,"2,163,108","2,163,108",0.0,0.0,,,,,,,,,"130,824","421,510","298,338","133,784","33,700","18,882","82,131","164,320","9,086","114,242","105,542","86,228","42,642","33,812","15,882","18,644","10,553",672,"18,568","1,615","1,628","1,442",230,"334,213","226,963","192,635","33,998","106,164","41,877","63,827","269,906","191,219","161,140","30,180","80,259","45,194","34,569",971,"597,107","527,143","12,094,174",62.4,"494,940","12,094,174",62.4
Ontario_2003,"133,014","132,873",141.0,"2,164,941","2,164,941",0.0,0.0,"2,164,941","2,164,938",0.0,0.0,,,,,,,,,"129,912","433,553","307,030","137,554","34,454","19,598","84,450","169,243","8,524","118,169","110,336","89,126","43,202","35,134","15,445","19,956","11,358",590,"20,612","1,281","1,271","1,272",-33,"334,950","224,748","190,951","33,438","109,650","43,821","65,265","278,849","197,874","165,334","32,705","82,490","47,396","34,529",558,"603,720","543,981","12,245,039",61.8,"533,442","12,245,039",61.8
Ontario_2004,"135,271","135,079",192.0,"2,129,742","2,129,742",0.0,0.0,"2,129,742","2,129,742",0.0,0.0,,,,,,,,,"132,678","446,321","315,520","139,869","34,615","20,222","86,023","175,510","8,455","122,632","116,617","94,679","45,382","36,964","15,264","21,602","12,897",397,"21,521","2,725","2,729","2,303",589,"351,800","237,542","202,056","35,080","113,450","44,096","68,954","298,341","216,591","182,649","34,082","82,300","46,745","35,050",245,"620,670","563,014","12,391,421",61.4,"607,560","12,391,421",61.4
Ontario_2005,"137,887","137,684",203.0,"2,123,904","2,123,904",0.0,0.0,"2,123,904","2,123,904",0.0,0.0,,,,,,,,,"137,889","460,339","327,313","144,177","36,292","21,079","87,569","183,052","9,135","123,900","123,705","100,046","46,133","40,346","15,584","24,310","13,699",911,"22,722","2,400","2,399","2,326",36,"359,754","243,718","208,039","35,202","115,110","42,213","72,859","307,848","227,489","192,787","34,831","80,443","43,381","37,006","1,136","640,614","584,090","12,528,663",60.9,"617,274","12,528,663",60.9
Ontario_2006,"139,733","139,581",152.0,"2,118,543","2,118,543",0.0,0.0,"2,118,543","2,118,543",0.0,0.0,,,,,,,,,"149,712","476,590","337,858","147,927","37,888","22,637","87,766","189,903","9,617","129,220","129,492","104,639","46,531","44,218","17,436","26,382","13,579",989,"23,838","3,459","3,469","3,527",-204,"362,235","241,862","205,937","35,482","119,778","43,599","76,185","319,945","235,465","199,488","36,112","84,633","44,717","40,067",3,"652,625","606,108","12,661,878",60.6,"740,796","12,661,878",60.6
Ontario_2007,"141,803","141,698",105.0,"2,221,422","2,221,422",0.0,0.0,"2,103,465","2,103,465",0.0,0.0,"114,375","114,375",0.0,0.0,"3,582","3,582",0.0,0.0,"154,962","489,698","350,919","152,971","39,514","23,719","89,980","197,954","9,419","129,177","131,433","106,173","47,696","45,025","18,643","26,163","13,165",706,"24,538","5,289","5,281","5,385",-252,"363,107","242,031","206,453","35,114","120,509","46,507","73,738","332,135","245,502","208,983","36,672","86,783","48,131","38,409",-425,"657,733","621,176","12,764,806",60.3,"658,893","12,764,806",60.3
Ontario_2008,"144,826","144,720",106.0,"2,208,771","2,208,771",0.0,0.0,"2,087,589","2,087,589",0.0,0.0,"117,474","117,474",0.0,0.0,"3,711","3,711",0.0,0.0,"157,302","505,398","359,500","157,382","41,795","24,609","91,026","202,101","10,273","135,559","130,097","104,769","45,433","44,486","17,647","26,503","14,467","1,129","24,166","5,738","5,686","5,678",-67,"339,853","221,946","187,034","34,598","117,622","43,214","74,288","324,255","242,280","206,171","36,259","82,216","43,907","38,353",101,"657,720","635,550","12,883,583",60.4,"679,932","12,883,583",60.4
Ontario_2009,"144,623","144,575",48.0,"2,193,381","2,193,384",,,"2,070,738","2,070,735",,,"119,145","119,145",,,"3,501","3,501",,,"158,172","507,806","359,358","156,492","41,212","24,200","91,197","202,859","9,736","138,739","121,352","92,389","42,716","36,882","16,599","20,298","12,817",920,"27,993",481,553,676,-167,"294,682","183,145","147,127","36,003","111,702","40,070","71,573","287,600","199,239","162,563","36,669","88,716","48,096","40,564",-431,"637,298","629,132","12,998,345",60.4,"703,560","12,998,345",60.4
Ontario_2010,"142,723","142,658",65.0,"2,177,688","2,177,691",,,"2,061,390","2,061,390",,,"112,716","112,716",,,"3,585","3,585",,,"160,455","524,710","372,425","161,846","43,018","25,624","93,225","210,570","9,668","142,637","132,815","98,786","46,192","39,215","16,870","22,268","13,446",942,"33,041",766,645,727,-110,"318,944","202,274","161,903","40,365","116,715","39,798","76,902","321,370","231,311","187,660","43,612","90,014","49,716","40,255",-437,"656,103","657,529","13,135,778",60.3,"749,955","13,135,778",60.3
Ontario_2011,"142,944","142,883",61.0,"2,168,094","2,168,094",,,"2,051,865","2,051,865",,,"111,486","111,486",,,"4,743","4,746",,,"161,523","532,735","378,684","162,620","43,081","26,080","93,467","216,063","10,234","143,826","135,349","105,163","47,855","43,686","20,701","22,978","13,618",976,"29,200","5,412","5,446","5,527",-113,"336,011","216,733","172,888","43,846","119,281","40,200","79,068","338,179","248,712","204,227","44,489","89,481","47,563","41,923",-268,"671,942","668,085","13,261,381",60.4,"769,776","13,261,381",60.4
Ontario_2012,"144,173","144,119",54.0,"2,162,604","2,162,604",,,"2,043,117","2,043,117",,,"114,537","114,540",,,"4,950","4,950",,,"163,311","538,661","384,259","164,715","43,779","26,782","94,154","219,544","10,490","143,918","137,006","108,357","50,100","45,126","22,366","22,760","13,131","1,094","27,555","2,685","2,300","2,305",-5,"344,082","224,425","179,196","45,229","119,657","38,551","81,106","341,408","249,738","204,063","45,675","91,670","48,965","42,705",-235,"680,792","675,667","13,390,632",60.7,"785,175","13,390,632",60.7
Ontario_2013,"141,990","141,935",55.0,"2,157,126","2,157,126",,,"2,031,195","2,031,195",,,"120,249","120,252",,,"5,679","5,682",,,"165,702","546,100","392,569","169,289","45,334","27,831","96,129","223,288","10,859","142,697","131,183","103,853","49,197","41,623","21,384","20,232","13,026","1,228","26,103","4,416","4,496","4,462",40,"355,615","227,104","178,384","48,682","128,487","41,935","86,554","347,775","250,997","205,118","45,878","96,798","53,411","43,372",-212,"690,275","677,289","13,510,781",61.2,"799,482","13,510,781",61.2
Ontario_2014,"142,299","142,242",57.0,"2,146,026","2,146,029",,,"2,015,385","2,015,385",,,"124,143","124,143",,,"6,504","6,504",,,"169,314","557,658","403,041","174,856","48,847","28,716","97,334","228,213","10,852","143,796","136,940","110,562","49,525","47,255","23,789","23,465","13,811","1,206","25,183","8,781","8,822","8,734",112,"370,839","238,018","189,097","48,879","132,770","38,176","94,646","366,921","267,403","218,413","48,986","99,482","52,072","47,535",-483,"707,589","694,621","13,617,553",61.6,"821,238","13,617,553",61.6
Ontario_2015,"141,744","141,663",81.0,"2,140,152","2,140,152",,,"2,003,238","2,003,238",,,"129,609","129,609",,,"7,311","7,311",,,"168,045","573,236","415,132","181,145","51,804","30,019","99,391","234,044","11,418","146,723","145,616","119,590","53,330","52,446","26,671","25,778","13,851","1,129","24,908","2,716","2,740","2,631",111,"379,232","250,977","198,547","52,434","127,688","34,530","93,307","376,565","278,607","226,908","51,698","97,695","49,959","47,901",-433,"724,946","718,984","13,707,118",62.1,"822,471","13,707,118",62.1
Ontario_2016,"142,731","142,659",72.0,"2,135,448","2,135,451",,,"1,993,431","1,993,431",,,"133,944","133,944",,,"8,073","8,073",,,"169,572","586,290","425,153","186,432","55,055","30,816","100,623","238,814","12,579","148,615","145,166","119,144","57,491","47,257","24,606","22,677","14,246",867,"25,160","1,403","1,339","1,860",-448,"384,587","259,531","203,061","56,661","124,129","32,458","91,871","378,890","281,639","227,007","54,648","96,885","48,896","48,145",351,"740,164","731,442","13,875,394",62.6,"822,801","13,875,394",62.6
Ontario_2017,"142,678","142,574",104.0,"2,152,479","2,152,479",,,"2,006,703","2,006,700",,,"138,411","138,414",,,"7,365","7,365",,,,"607,021","442,979","195,949","59,760","32,748","103,504","247,198","12,736","151,346","150,032","122,025","57,946","48,807","24,696","24,118","15,203",901,"27,144","7,926","8,059","7,749",314,"386,367","256,873","200,204","56,922","128,777","31,999","97,076","390,728","291,773","240,351","51,569","98,489","49,517","49,133",-311,"761,025","757,023","14,070,141",63.0,"838,410","14,070,141",63.0
Ontario_2018,"142,647","142,562",85.0,"2,174,391","2,174,391",,,"2,020,245","2,020,245",,,"146,310","146,310",,,"7,836","7,839",,,,"626,363","456,275","202,846","62,154","33,940","106,821","253,647","12,796","157,336","155,808","127,078","56,075","53,999","28,232","25,786","17,465",889,"27,866","6,929","6,953","6,679",274,"397,486","264,869","200,460","65,097","131,850","33,354","98,758","400,305","299,441","245,536","54,000","100,359","50,192","50,339",-27,"786,965","782,200","14,308,697",63.2,"864,822","14,308,697",63.2
Ontario_2019,"142,690","142,641",49.0,"2,200,749","2,200,749",,,"2,040,483","2,040,483",,,"151,077","151,077",,,"9,192","9,192",,,,"634,609","463,908","204,506","62,413","34,753","107,448","259,537","13,382","157,353","157,762","129,613","56,279","55,971","28,490","27,489","17,940",792,"27,342","2,949","2,908","2,378",475,"411,618","275,809","203,982","72,863","134,944","34,568","100,606","404,337","302,794","248,244","54,642","101,014","50,418","50,773",-116,"803,505","792,394","14,544,701",63.4,"889,755","14,544,701",63.4
Ontario_2020,"138,196","137,907",289.0,"2,220,585","2,220,585",,,"2,056,059","2,056,059",,,"154,638","154,638",,,"9,891","9,888",,,,"598,667","427,043","199,445","57,742","31,075","110,499","228,405","13,411","158,071","163,156","132,391","61,296","52,950","28,709","24,280","18,186",847,"29,998","-7,749","-7,896","-8,703",643,"379,837","248,221","181,645","67,663","131,131","33,397","97,974","370,777","275,634","227,717","48,174","94,810","48,964","45,980",-262,"766,072","762,871","14,745,712",63.6,"907,641","14,745,712",63.6
Ontario_2021,"142,122","141,766",356.0,"2,192,193","2,192,193",,,"2,025,258","2,025,258",,,"143,469","143,466",,,"23,466","23,469",,,,"628,667","445,853","207,666","61,748","34,532","111,460","239,003","13,592","168,972","177,469","146,166","70,087","56,653","29,374","27,395","18,851",905,"30,274","3,462","3,621","3,050",514,"384,834","248,312","182,179","67,173","136,208","34,473","102,014","391,933","294,055","242,950","51,383","97,409","48,852","48,797",-246,"805,813","807,865","14,826,276",63.9,"903,780","14,826,276",63.9
Prince Edward Island_1991,"1,851","1,851",0.0,,,,,,,,,,,,,,,,,,"3,533","2,234","1,194",178,137,934,"1,041",42,"1,270",613,418,187,219,135,103,8,5,192,-29,-28,-16,-19,"1,114",320,253,64,835,283,589,"1,778",277,227,56,"1,647",759,889,-77,"3,340","4,147",,,,,
Prince Edward Island_1992,"1,827","1,827",0.0,,,,,,,,,,,,,,,,,,"3,541","2,279","1,212",183,136,948,"1,068",37,"1,232",513,290,168,123,76,57,8,8,228,40,41,3,75,"1,255",431,337,92,856,308,581,"1,833",320,271,52,"1,642",750,893,-55,"3,445","4,041",,,,,
Prince Edward Island_1993,"1,739","1,737",2.0,,,,,,,,,,,,,,,,,,"3,582","2,329","1,241",189,141,965,"1,089",49,"1,206",542,322,183,137,75,69,11,9,219,-9,-10,6,-29,"1,325",432,318,123,929,330,637,"1,854",338,285,59,"1,636",728,908,-76,"3,495","4,114",,,"4,563",,
Prince Edward Island_1994,"1,693","1,693",0.0,,,,,,,,,,,,,,,,,,"3,625","2,375","1,259",193,144,976,"1,117",47,"1,202",624,448,175,248,207,90,13,8,160,17,17,26,-17,"1,336",505,379,133,861,302,597,"1,901",370,308,69,"1,637",755,884,-16,"3,683","4,250",,,"4,812",,
Prince Edward Island_1995,"1,747","1,747",0.0,,,,,,,,,,,,,,,,,,"3,706","2,426","1,281",193,150,992,"1,146",48,"1,231",666,499,164,301,276,98,11,9,143,74,74,30,66,"1,445",557,420,144,919,307,659,"2,007",388,323,71,"1,734",829,908,3,"3,918","4,378",,,"4,326",,
Prince Edward Island_1996,"1,663","1,663",0.0,,,,,,,,,,,,,,,,,,"3,823","2,489","1,305",199,154,"1,003","1,185",52,"1,284",721,546,177,329,369,74,13,9,150,8,8,0,14,"1,493",566,417,165,961,346,649,"2,050",368,299,79,"1,819",894,928,29,"4,044","4,556",,,"4,218",,
Prince Edward Island_1997,"1,569","1,567",2.0,,,,,,,,,,,,,,,,,,"3,927","2,564","1,354",221,160,"1,016","1,211",60,"1,303",593,396,190,187,117,88,21,8,191,114,114,87,30,"1,643",706,532,184,957,357,629,"2,209",462,385,84,"1,847",923,928,9,"4,097","4,509",,,"4,155",,
